Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn)
Brekke I Sogn;SN52930;20.06.2015;0
Brekke I Sogn;SN52930;21.06.2015;0
Brekke I Sogn;SN52930;22.06.2015;0
Brekke I Sogn;SN52930;23.06.2015;0
Brekke I Sogn;SN52930;24.06.2015;0
Brekke I Sogn;SN52930;25.06.2015;6,8
Brekke I Sogn;SN52930;26.06.2015;9,9
Brekke I Sogn;SN52930;27.06.2015;0
Brekke I Sogn;SN52930;28.06.2015;0
Brekke I Sogn;SN52930;29.06.2015;8,5
Brekke I Sogn;SN52930;30.06.2015;5,3
Brekke I Sogn;SN52930;01.07.2015;0,1
Brekke I Sogn;SN52930;02.07.2015;0
Brekke I Sogn;SN52930;03.07.2015;9,5
Brekke I Sogn;SN52930;04.07.2015;0,1
Brekke I Sogn;SN52930;05.07.2015;0
Brekke I Sogn;SN52930;06.07.2015;3,7
Brekke I Sogn;SN52930;07.07.2015;12,5
Brekke I Sogn;SN52930;08.07.2015;3,4
Brekke I Sogn;SN52930;09.07.2015;0
Brekke I Sogn;SN52930;10.07.2015;0,2
Brekke I Sogn;SN52930;11.07.2015;0
Brekke I Sogn;SN52930;12.07.2015;4,2
Brekke I Sogn;SN52930;13.07.2015;4,7
Brekke I Sogn;SN52930;14.07.2015;0,1
Brekke I Sogn;SN52930;15.07.2015;0
Brekke I Sogn;SN52930;16.07.2015;11
Brekke I Sogn;SN52930;17.07.2015;1,5
Brekke I Sogn;SN52930;18.07.2015;13
Brekke I Sogn;SN52930;19.07.2015;33,9
Brekke I Sogn;SN52930;20.07.2015;10,7
Brekke I Sogn;SN52930;21.07.2015;0,2
Brekke I Sogn;SN52930;22.07.2015;24,8
Brekke I Sogn;SN52930;23.07.2015;8,3
Brekke I Sogn;SN52930;24.07.2015;22
Brekke I Sogn;SN52930;25.07.2015;13,2
Brekke I Sogn;SN52930;26.07.2015;0
Brekke I Sogn;SN52930;27.07.2015;0,4
Brekke I Sogn;SN52930;28.07.2015;0,2
Brekke I Sogn;SN52930;29.07.2015;1,7
Brekke I Sogn;SN52930;30.07.2015;0,6
Brekke I Sogn;SN52930;31.07.2015;5
Brekke I Sogn;SN52930;01.08.2015;0
Brekke I Sogn;SN52930;02.08.2015;11,9
Brekke I Sogn;SN52930;03.08.2015;11,2
Brekke I Sogn;SN52930;04.08.2015;3,4
Brekke I Sogn;SN52930;05.08.2015;11,1
Brekke I Sogn;SN52930;06.08.2015;1,3
Brekke I Sogn;SN52930;07.08.2015;26,1
Brekke I Sogn;SN52930;08.08.2015;11
Brekke I Sogn;SN52930;09.08.2015;5,4
Brekke I Sogn;SN52930;10.08.2015;11,5
Brekke I Sogn;SN52930;11.08.2015;12
Brekke I Sogn;SN52930;12.08.2015;14,3
Brekke I Sogn;SN52930;13.08.2015;3,7
Brekke I Sogn;SN52930;14.08.2015;0
Brekke I Sogn;SN52930;15.08.2015;0,2
Brekke I Sogn;SN52930;16.08.2015;23
Brekke I Sogn;SN52930;17.08.2015;2,2
Brekke I Sogn;SN52930;18.08.2015;0
Brekke I Sogn;SN52930;19.08.2015;0
Brekke I Sogn;SN52930;20.08.2015;0
Brekke I Sogn;SN52930;21.08.2015;0
Brekke I Sogn;SN52930;22.08.2015;1,3
Brekke I Sogn;SN52930;23.08.2015;2
Brekke I Sogn;SN52930;24.08.2015;0
Brekke I Sogn;SN52930;25.08.2015;0
Brekke I Sogn;SN52930;26.08.2015;5,2
Brekke I Sogn;SN52930;27.08.2015;14,9
Brekke I Sogn;SN52930;28.08.2015;17,3
Brekke I Sogn;SN52930;29.08.2015;10,4
Brekke I Sogn;SN52930;30.08.2015;26
Brekke I Sogn;SN52930;31.08.2015;40,9
Brekke I Sogn;SN52930;01.09.2015;0
Brekke I Sogn;SN52930;02.09.2015;0,1
Brekke I Sogn;SN52930;03.09.2015;0
Brekke I Sogn;SN52930;04.09.2015;0
Brekke I Sogn;SN52930;05.09.2015;24,6
Brekke I Sogn;SN52930;06.09.2015;1,2
Brekke I Sogn;SN52930;07.09.2015;0,2
Brekke I Sogn;SN52930;08.09.2015;0,3
Brekke I Sogn;SN52930;09.09.2015;0
Brekke I Sogn;SN52930;10.09.2015;0
Brekke I Sogn;SN52930;11.09.2015;0
Brekke I Sogn;SN52930;12.09.2015;0
Brekke I Sogn;SN52930;13.09.2015;0
Brekke I Sogn;SN52930;14.09.2015;2
Brekke I Sogn;SN52930;15.09.2015;1
Brekke I Sogn;SN52930;16.09.2015;13,5
Brekke I Sogn;SN52930;17.09.2015;0
Brekke I Sogn;SN52930;18.09.2015;0,1
Brekke I Sogn;SN52930;19.09.2015;4,6
Brekke I Sogn;SN52930;20.09.2015;5,8
Brekke I Sogn;SN52930;21.09.2015;0
Brekke I Sogn;SN52930;22.09.2015;0
Brekke I Sogn;SN52930;23.09.2015;4,3
Brekke I Sogn;SN52930;24.09.2015;12
Brekke I Sogn;SN52930;25.09.2015;28,1
Brekke I Sogn;SN52930;26.09.2015;29,3
Brekke I Sogn;SN52930;27.09.2015;4,9
Brekke I Sogn;SN52930;28.09.2015;0
Brekke I Sogn;SN52930;29.09.2015;0
Brekke I Sogn;SN52930;30.09.2015;1,2
Brekke I Sogn;SN52930;01.10.2015;4,5
Brekke I Sogn;SN52930;02.10.2015;3,3
Brekke I Sogn;SN52930;03.10.2015;11,1
Brekke I Sogn;SN52930;04.10.2015;6
Brekke I Sogn;SN52930;05.10.2015;0,3
Brekke I Sogn;SN52930;06.10.2015;0
Brekke I Sogn;SN52930;07.10.2015;0
Brekke I Sogn;SN52930;08.10.2015;0,1
Brekke I Sogn;SN52930;09.10.2015;6
Brekke I Sogn;SN52930;10.10.2015;0,2
Brekke I Sogn;SN52930;11.10.2015;0
Brekke I Sogn;SN52930;12.10.2015;0
Brekke I Sogn;SN52930;13.10.2015;0
Brekke I Sogn;SN52930;14.10.2015;0
Brekke I Sogn;SN52930;15.10.2015;0
Brekke I Sogn;SN52930;16.10.2015;0
Brekke I Sogn;SN52930;17.10.2015;0
Brekke I Sogn;SN52930;18.10.2015;0
Brekke I Sogn;SN52930;19.10.2015;0
Brekke I Sogn;SN52930;20.10.2015;0,1
Brekke I Sogn;SN52930;21.10.2015;17,4
Brekke I Sogn;SN52930;22.10.2015;38
Brekke I Sogn;SN52930;23.10.2015;56,4
Brekke I Sogn;SN52930;24.10.2015;1,5
Brekke I Sogn;SN52930;25.10.2015;45,7
Brekke I Sogn;SN52930;26.10.2015;24,8
Brekke I Sogn;SN52930;27.10.2015;16
Brekke I Sogn;SN52930;28.10.2015;0
Brekke I Sogn;SN52930;29.10.2015;0
Brekke I Sogn;SN52930;30.10.2015;0
Brekke I Sogn;SN52930;31.10.2015;9,1
Brekke I Sogn;SN52930;01.11.2015;22
Brekke I Sogn;SN52930;02.11.2015;5,2
Brekke I Sogn;SN52930;03.11.2015;16
Brekke I Sogn;SN52930;04.11.2015;6,4
Brekke I Sogn;SN52930;05.11.2015;1,5
Brekke I Sogn;SN52930;06.11.2015;1,7
Brekke I Sogn;SN52930;07.11.2015;28
Brekke I Sogn;SN52930;08.11.2015;4,8
Brekke I Sogn;SN52930;09.11.2015;18
Brekke I Sogn;SN52930;10.11.2015;64,3
Brekke I Sogn;SN52930;11.11.2015;24,3
Brekke I Sogn;SN52930;12.11.2015;24,4
Brekke I Sogn;SN52930;13.11.2015;23,2
Brekke I Sogn;SN52930;14.11.2015;26,5
Brekke I Sogn;SN52930;15.11.2015;49,8
Brekke I Sogn;SN52930;16.11.2015;10,8
Brekke I Sogn;SN52930;17.11.2015;40,2
Brekke I Sogn;SN52930;18.11.2015;40,5
Brekke I Sogn;SN52930;19.11.2015;0,5
Brekke I Sogn;SN52930;20.11.2015;0
Brekke I Sogn;SN52930;21.11.2015;0
Brekke I Sogn;SN52930;22.11.2015;0
Brekke I Sogn;SN52930;23.11.2015;0,1
Brekke I Sogn;SN52930;24.11.2015;27,5
Brekke I Sogn;SN52930;25.11.2015;18,8
Brekke I Sogn;SN52930;26.11.2015;12,4
Brekke I Sogn;SN52930;27.11.2015;67,5
Brekke I Sogn;SN52930;28.11.2015;65
Brekke I Sogn;SN52930;29.11.2015;19
Brekke I Sogn;SN52930;30.11.2015;24,5
Brekke I Sogn;SN52930;01.12.2015;9
Brekke I Sogn;SN52930;02.12.2015;9,5
Brekke I Sogn;SN52930;03.12.2015;47,3
Brekke I Sogn;SN52930;04.12.2015;14,4
Brekke I Sogn;SN52930;05.12.2015;54
Brekke I Sogn;SN52930;06.12.2015;24,4
Brekke I Sogn;SN52930;07.12.2015;25,6
Brekke I Sogn;SN52930;08.12.2015;4,2
Brekke I Sogn;SN52930;09.12.2015;26
Brekke I Sogn;SN52930;10.12.2015;49,6
Brekke I Sogn;SN52930;11.12.2015;20,5
Brekke I Sogn;SN52930;12.12.2015;24
Brekke I Sogn;SN52930;13.12.2015;5,4
Brekke I Sogn;SN52930;14.12.2015;6,5
Brekke I Sogn;SN52930;15.12.2015;1,8
Brekke I Sogn;SN52930;16.12.2015;0
Brekke I Sogn;SN52930;17.12.2015;33,8
Brekke I Sogn;SN52930;18.12.2015;40
Brekke I Sogn;SN52930;19.12.2015;28,2
Brekke I Sogn;SN52930;20.12.2015;61,7
Brekke I Sogn;SN52930;21.12.2015;66,5
Brekke I Sogn;SN52930;22.12.2015;34
Brekke I Sogn;SN52930;23.12.2015;22,4
Brekke I Sogn;SN52930;24.12.2015;17
Brekke I Sogn;SN52930;25.12.2015;52,5
Brekke I Sogn;SN52930;26.12.2015;14,7
Brekke I Sogn;SN52930;27.12.2015;0
Brekke I Sogn;SN52930;28.12.2015;0
Brekke I Sogn;SN52930;29.12.2015;0
Brekke I Sogn;SN52930;30.12.2015;2,2
Brekke I Sogn;SN52930;31.12.2015;24,9
Brekke I Sogn;SN52930;01.01.2016;26,3
Brekke I Sogn;SN52930;02.01.2016;1,5
Brekke I Sogn;SN52930;03.01.2016;0
Brekke I Sogn;SN52930;04.01.2016;0
Brekke I Sogn;SN52930;05.01.2016;0
Brekke I Sogn;SN52930;06.01.2016;0
Brekke I Sogn;SN52930;07.01.2016;0
Brekke I Sogn;SN52930;08.01.2016;0
Brekke I Sogn;SN52930;09.01.2016;0
Brekke I Sogn;SN52930;10.01.2016;0
Brekke I Sogn;SN52930;11.01.2016;0,1
Brekke I Sogn;SN52930;12.01.2016;0
Brekke I Sogn;SN52930;13.01.2016;0
Brekke I Sogn;SN52930;14.01.2016;3,4
Brekke I Sogn;SN52930;15.01.2016;0,1
Brekke I Sogn;SN52930;16.01.2016;16,7
Brekke I Sogn;SN52930;17.01.2016;0
Brekke I Sogn;SN52930;18.01.2016;8,4
Brekke I Sogn;SN52930;19.01.2016;6
Brekke I Sogn;SN52930;20.01.2016;0
Brekke I Sogn;SN52930;21.01.2016;0
Brekke I Sogn;SN52930;22.01.2016;0
Brekke I Sogn;SN52930;23.01.2016;9,4
Brekke I Sogn;SN52930;24.01.2016;28,5
Brekke I Sogn;SN52930;25.01.2016;12
Brekke I Sogn;SN52930;26.01.2016;39
Brekke I Sogn;SN52930;27.01.2016;38,2
Brekke I Sogn;SN52930;28.01.2016;9,6
Brekke I Sogn;SN52930;29.01.2016;26,5
Brekke I Sogn;SN52930;30.01.2016;38,7
Brekke I Sogn;SN52930;31.01.2016;22,5
Brekke I Sogn;SN52930;01.02.2016;17,4
Brekke I Sogn;SN52930;02.02.2016;30
Brekke I Sogn;SN52930;03.02.2016;18,3
Brekke I Sogn;SN52930;04.02.2016;13,5
Brekke I Sogn;SN52930;05.02.2016;5
Brekke I Sogn;SN52930;06.02.2016;41,9
Brekke I Sogn;SN52930;07.02.2016;56,2
Brekke I Sogn;SN52930;08.02.2016;19,4
Brekke I Sogn;SN52930;09.02.2016;5,5
Brekke I Sogn;SN52930;10.02.2016;9,4
Brekke I Sogn;SN52930;11.02.2016;0
Brekke I Sogn;SN52930;12.02.2016;0
Brekke I Sogn;SN52930;13.02.2016;0
Brekke I Sogn;SN52930;14.02.2016;0
Brekke I Sogn;SN52930;15.02.2016;0
Brekke I Sogn;SN52930;16.02.2016;0
Brekke I Sogn;SN52930;17.02.2016;7,8
Brekke I Sogn;SN52930;18.02.2016;2,5
Brekke I Sogn;SN52930;19.02.2016;1,4
Brekke I Sogn;SN52930;20.02.2016;13
Brekke I Sogn;SN52930;21.02.2016;18,8
Brekke I Sogn;SN52930;22.02.2016;26,2
Brekke I Sogn;SN52930;23.02.2016;17,5
Brekke I Sogn;SN52930;24.02.2016;22,2
Brekke I Sogn;SN52930;25.02.2016;8
Brekke I Sogn;SN52930;26.02.2016;0
Brekke I Sogn;SN52930;27.02.2016;3,6
Brekke I Sogn;SN52930;28.02.2016;4,5
Brekke I Sogn;SN52930;29.02.2016;0
Brekke I Sogn;SN52930;01.03.2016;0
Brekke I Sogn;SN52930;02.03.2016;7
Brekke I Sogn;SN52930;03.03.2016;0
Brekke I Sogn;SN52930;04.03.2016;0
Brekke I Sogn;SN52930;05.03.2016;0,1
Brekke I Sogn;SN52930;06.03.2016;0
Brekke I Sogn;SN52930;07.03.2016;0
Brekke I Sogn;SN52930;08.03.2016;0
Brekke I Sogn;SN52930;09.03.2016;0,1
Brekke I Sogn;SN52930;10.03.2016;0,5
Brekke I Sogn;SN52930;11.03.2016;0
Brekke I Sogn;SN52930;12.03.2016;0
Brekke I Sogn;SN52930;13.03.2016;6
Brekke I Sogn;SN52930;14.03.2016;8
Brekke I Sogn;SN52930;15.03.2016;0
Brekke I Sogn;SN52930;16.03.2016;0
Brekke I Sogn;SN52930;17.03.2016;0
Brekke I Sogn;SN52930;18.03.2016;0,4
Brekke I Sogn;SN52930;19.03.2016;1
Brekke I Sogn;SN52930;20.03.2016;8,5
Brekke I Sogn;SN52930;21.03.2016;7
Brekke I Sogn;SN52930;22.03.2016;3,5
Brekke I Sogn;SN52930;23.03.2016;2,5
Brekke I Sogn;SN52930;24.03.2016;0
Brekke I Sogn;SN52930;25.03.2016;16,9
Brekke I Sogn;SN52930;26.03.2016;11,8
Brekke I Sogn;SN52930;27.03.2016;26,2
Brekke I Sogn;SN52930;28.03.2016;9
Brekke I Sogn;SN52930;29.03.2016;4,4
Brekke I Sogn;SN52930;30.03.2016;12,5
Brekke I Sogn;SN52930;31.03.2016;7,3
Brekke I Sogn;SN52930;01.04.2016;1
Brekke I Sogn;SN52930;02.04.2016;13,9
Brekke I Sogn;SN52930;03.04.2016;18
Brekke I Sogn;SN52930;04.04.2016;3,7
Brekke I Sogn;SN52930;05.04.2016;3,5
Brekke I Sogn;SN52930;06.04.2016;8,4
Brekke I Sogn;SN52930;07.04.2016;18,5
Brekke I Sogn;SN52930;08.04.2016;2,5
Brekke I Sogn;SN52930;09.04.2016;0,1
Brekke I Sogn;SN52930;10.04.2016;0
Brekke I Sogn;SN52930;11.04.2016;0
Brekke I Sogn;SN52930;12.04.2016;0
Brekke I Sogn;SN52930;13.04.2016;0
Brekke I Sogn;SN52930;14.04.2016;0
Brekke I Sogn;SN52930;15.04.2016;0,5
Brekke I Sogn;SN52930;16.04.2016;4,9
Brekke I Sogn;SN52930;17.04.2016;0
Brekke I Sogn;SN52930;18.04.2016;11,6
Brekke I Sogn;SN52930;19.04.2016;24
Brekke I Sogn;SN52930;20.04.2016;5,9
Brekke I Sogn;SN52930;21.04.2016;21,4
Brekke I Sogn;SN52930;22.04.2016;7,7
Brekke I Sogn;SN52930;23.04.2016;4,3
Brekke I Sogn;SN52930;24.04.2016;1,5
Brekke I Sogn;SN52930;25.04.2016;0
Brekke I Sogn;SN52930;26.04.2016;0
Brekke I Sogn;SN52930;27.04.2016;0
Brekke I Sogn;SN52930;28.04.2016;0
Brekke I Sogn;SN52930;29.04.2016;0
Brekke I Sogn;SN52930;30.04.2016;0,2
Brekke I Sogn;SN52930;01.05.2016;0,9
Brekke I Sogn;SN52930;02.05.2016;9,8
Brekke I Sogn;SN52930;03.05.2016;46,5
Brekke I Sogn;SN52930;04.05.2016;13,5
Brekke I Sogn;SN52930;05.05.2016;0
Brekke I Sogn;SN52930;06.05.2016;0
Brekke I Sogn;SN52930;07.05.2016;0
Brekke I Sogn;SN52930;08.05.2016;0
Brekke I Sogn;SN52930;09.05.2016;0
Brekke I Sogn;SN52930;10.05.2016;0
Brekke I Sogn;SN52930;11.05.2016;0
Brekke I Sogn;SN52930;12.05.2016;0
Brekke I Sogn;SN52930;13.05.2016;0
Brekke I Sogn;SN52930;14.05.2016;0,4
Brekke I Sogn;SN52930;15.05.2016;0
Brekke I Sogn;SN52930;16.05.2016;0
Brekke I Sogn;SN52930;17.05.2016;1,5
Brekke I Sogn;SN52930;18.05.2016;3,9
Brekke I Sogn;SN52930;19.05.2016;3
Brekke I Sogn;SN52930;20.05.2016;8,4
Brekke I Sogn;SN52930;21.05.2016;22
Brekke I Sogn;SN52930;22.05.2016;14,7
Brekke I Sogn;SN52930;23.05.2016;14
Brekke I Sogn;SN52930;24.05.2016;0
Brekke I Sogn;SN52930;25.05.2016;0
Brekke I Sogn;SN52930;26.05.2016;0
Brekke I Sogn;SN52930;27.05.2016;0
Brekke I Sogn;SN52930;28.05.2016;0
Brekke I Sogn;SN52930;29.05.2016;0,7
Brekke I Sogn;SN52930;30.05.2016;0
Brekke I Sogn;SN52930;31.05.2016;5,5
Brekke I Sogn;SN52930;01.06.2016;1
Brekke I Sogn;SN52930;02.06.2016;4,8
Brekke I Sogn;SN52930;03.06.2016;0
Brekke I Sogn;SN52930;04.06.2016;0
Brekke I Sogn;SN52930;05.06.2016;0
Brekke I Sogn;SN52930;06.06.2016;0
Brekke I Sogn;SN52930;07.06.2016;0
Brekke I Sogn;SN52930;08.06.2016;0
Brekke I Sogn;SN52930;09.06.2016;0
Brekke I Sogn;SN52930;10.06.2016;0
Brekke I Sogn;SN52930;11.06.2016;0
Brekke I Sogn;SN52930;12.06.2016;0
Brekke I Sogn;SN52930;13.06.2016;0
Brekke I Sogn;SN52930;14.06.2016;0
Brekke I Sogn;SN52930;15.06.2016;0
Brekke I Sogn;SN52930;16.06.2016;0
Brekke I Sogn;SN52930;17.06.2016;0,3
Brekke I Sogn;SN52930;18.06.2016;0,2
Brekke I Sogn;SN52930;19.06.2016;0
Brekke I Sogn;SN52930;20.06.2016;0
Brekke I Sogn;SN52930;21.06.2016;24,3
Brekke I Sogn;SN52930;22.06.2016;0
Brekke I Sogn;SN52930;23.06.2016;0
Brekke I Sogn;SN52930;24.06.2016;5,2
Brekke I Sogn;SN52930;25.06.2016;10,5
Brekke I Sogn;SN52930;26.06.2016;0
Brekke I Sogn;SN52930;27.06.2016;8,3
Brekke I Sogn;SN52930;28.06.2016;21,5
Brekke I Sogn;SN52930;29.06.2016;7,8
Brekke I Sogn;SN52930;30.06.2016;4,4
Brekke I Sogn;SN52930;01.07.2016;13,7
Brekke I Sogn;SN52930;02.07.2016;18,4
Brekke I Sogn;SN52930;03.07.2016;15,3
Brekke I Sogn;SN52930;04.07.2016;3,8
Brekke I Sogn;SN52930;05.07.2016;15,5
Brekke I Sogn;SN52930;06.07.2016;0
Brekke I Sogn;SN52930;07.07.2016;0
Brekke I Sogn;SN52930;08.07.2016;4
Brekke I Sogn;SN52930;09.07.2016;6
Brekke I Sogn;SN52930;10.07.2016;2,1
Brekke I Sogn;SN52930;11.07.2016;25
Brekke I Sogn;SN52930;12.07.2016;11,4
Brekke I Sogn;SN52930;13.07.2016;14,3
Brekke I Sogn;SN52930;14.07.2016;0
Brekke I Sogn;SN52930;15.07.2016;0
Brekke I Sogn;SN52930;16.07.2016;11,4
Brekke I Sogn;SN52930;17.07.2016;38,3
Brekke I Sogn;SN52930;18.07.2016;18
Brekke I Sogn;SN52930;19.07.2016;3
Brekke I Sogn;SN52930;20.07.2016;17,8
Brekke I Sogn;SN52930;21.07.2016;0
Brekke I Sogn;SN52930;22.07.2016;7,3
Brekke I Sogn;SN52930;23.07.2016;3,8
Brekke I Sogn;SN52930;24.07.2016;0
Brekke I Sogn;SN52930;25.07.2016;0,2
Brekke I Sogn;SN52930;26.07.2016;25,7
Brekke I Sogn;SN52930;27.07.2016;22
Brekke I Sogn;SN52930;28.07.2016;38,7
Brekke I Sogn;SN52930;29.07.2016;26,2
Brekke I Sogn;SN52930;30.07.2016;5
Brekke I Sogn;SN52930;31.07.2016;11,8
Brekke I Sogn;SN52930;01.08.2016;17,4
Brekke I Sogn;SN52930;02.08.2016;18
Brekke I Sogn;SN52930;03.08.2016;2
Brekke I Sogn;SN52930;04.08.2016;1,4
Brekke I Sogn;SN52930;05.08.2016;1
Brekke I Sogn;SN52930;06.08.2016;4,4
Brekke I Sogn;SN52930;07.08.2016;2,4
Brekke I Sogn;SN52930;08.08.2016;27
Brekke I Sogn;SN52930;09.08.2016;63,4
Brekke I Sogn;SN52930;10.08.2016;34,8
Brekke I Sogn;SN52930;11.08.2016;17,5
Brekke I Sogn;SN52930;12.08.2016;1,9
Brekke I Sogn;SN52930;13.08.2016;46,4
Brekke I Sogn;SN52930;14.08.2016;14,2
Brekke I Sogn;SN52930;15.08.2016;1
Brekke I Sogn;SN52930;16.08.2016;0
Brekke I Sogn;SN52930;17.08.2016;0
Brekke I Sogn;SN52930;18.08.2016;0,1
Brekke I Sogn;SN52930;19.08.2016;0
Brekke I Sogn;SN52930;20.08.2016;0
Brekke I Sogn;SN52930;21.08.2016;0,6
Brekke I Sogn;SN52930;22.08.2016;0
Brekke I Sogn;SN52930;23.08.2016;3,4
Brekke I Sogn;SN52930;24.08.2016;0,3
Brekke I Sogn;SN52930;25.08.2016;27,3
Brekke I Sogn;SN52930;26.08.2016;0,2
Brekke I Sogn;SN52930;27.08.2016;41,5
Brekke I Sogn;SN52930;28.08.2016;1,4
Brekke I Sogn;SN52930;29.08.2016;3,7
Brekke I Sogn;SN52930;30.08.2016;6,5
Brekke I Sogn;SN52930;31.08.2016;21,8
Brekke I Sogn;SN52930;01.09.2016;40,2
Brekke I Sogn;SN52930;02.09.2016;34,5
Brekke I Sogn;SN52930;03.09.2016;20
Brekke I Sogn;SN52930;04.09.2016;5,8
Brekke I Sogn;SN52930;05.09.2016;0
Brekke I Sogn;SN52930;06.09.2016;4,9
Brekke I Sogn;SN52930;07.09.2016;18,5
Brekke I Sogn;SN52930;08.09.2016;0,4
Brekke I Sogn;SN52930;09.09.2016;5,9
Brekke I Sogn;SN52930;10.09.2016;18,8
Brekke I Sogn;SN52930;11.09.2016;17,3
Brekke I Sogn;SN52930;12.09.2016;2,5
Brekke I Sogn;SN52930;13.09.2016;0
Brekke I Sogn;SN52930;14.09.2016;0
Brekke I Sogn;SN52930;15.09.2016;8,5
Brekke I Sogn;SN52930;16.09.2016;0
Brekke I Sogn;SN52930;17.09.2016;21,4
Brekke I Sogn;SN52930;18.09.2016;0
Brekke I Sogn;SN52930;19.09.2016;0
Brekke I Sogn;SN52930;20.09.2016;0,7
Brekke I Sogn;SN52930;21.09.2016;0
Brekke I Sogn;SN52930;22.09.2016;0
Brekke I Sogn;SN52930;23.09.2016;10,8
Brekke I Sogn;SN52930;24.09.2016;7,2
Brekke I Sogn;SN52930;25.09.2016;0,9
Brekke I Sogn;SN52930;26.09.2016;10,8
Brekke I Sogn;SN52930;27.09.2016;17,4
Brekke I Sogn;SN52930;28.09.2016;75
Brekke I Sogn;SN52930;29.09.2016;13,4
Brekke I Sogn;SN52930;30.09.2016;53
Brekke I Sogn;SN52930;01.10.2016;32,9
Brekke I Sogn;SN52930;02.10.2016;2,6
Brekke I Sogn;SN52930;03.10.2016;0
Brekke I Sogn;SN52930;04.10.2016;0
Brekke I Sogn;SN52930;05.10.2016;0
Brekke I Sogn;SN52930;06.10.2016;0
Brekke I Sogn;SN52930;07.10.2016;0
Brekke I Sogn;SN52930;08.10.2016;0
Brekke I Sogn;SN52930;09.10.2016;0
Brekke I Sogn;SN52930;10.10.2016;0
Brekke I Sogn;SN52930;11.10.2016;0
Brekke I Sogn;SN52930;12.10.2016;0
Brekke I Sogn;SN52930;13.10.2016;0
Brekke I Sogn;SN52930;14.10.2016;0
Brekke I Sogn;SN52930;15.10.2016;0
Brekke I Sogn;SN52930;16.10.2016;0
Brekke I Sogn;SN52930;17.10.2016;0
Brekke I Sogn;SN52930;18.10.2016;0,5
Brekke I Sogn;SN52930;19.10.2016;0,4
Brekke I Sogn;SN52930;20.10.2016;0
Brekke I Sogn;SN52930;21.10.2016;0
Brekke I Sogn;SN52930;22.10.2016;0
Brekke I Sogn;SN52930;23.10.2016;0
Brekke I Sogn;SN52930;24.10.2016;0
Brekke I Sogn;SN52930;25.10.2016;0
Brekke I Sogn;SN52930;26.10.2016;1,5
Brekke I Sogn;SN52930;27.10.2016;33,9
Brekke I Sogn;SN52930;28.10.2016;63,4
Brekke I Sogn;SN52930;29.10.2016;15,3
Brekke I Sogn;SN52930;30.10.2016;2,7
Brekke I Sogn;SN52930;31.10.2016;14,4
Brekke I Sogn;SN52930;01.11.2016;28,5
Brekke I Sogn;SN52930;02.11.2016;3,2
Brekke I Sogn;SN52930;03.11.2016;0
Brekke I Sogn;SN52930;04.11.2016;2,3
Brekke I Sogn;SN52930;05.11.2016;6,5
Brekke I Sogn;SN52930;06.11.2016;0
Brekke I Sogn;SN52930;07.11.2016;0
Brekke I Sogn;SN52930;08.11.2016;0
Brekke I Sogn;SN52930;09.11.2016;0
Brekke I Sogn;SN52930;10.11.2016;0
Brekke I Sogn;SN52930;11.11.2016;0
Brekke I Sogn;SN52930;12.11.2016;0
Brekke I Sogn;SN52930;13.11.2016;24
Brekke I Sogn;SN52930;14.11.2016;4,5
Brekke I Sogn;SN52930;15.11.2016;34
Brekke I Sogn;SN52930;16.11.2016;21,5
Brekke I Sogn;SN52930;17.11.2016;24,3
Brekke I Sogn;SN52930;18.11.2016;6
Brekke I Sogn;SN52930;19.11.2016;4,6
Brekke I Sogn;SN52930;20.11.2016;2,9
Brekke I Sogn;SN52930;21.11.2016;0
Brekke I Sogn;SN52930;22.11.2016;9,8
Brekke I Sogn;SN52930;23.11.2016;49,5
Brekke I Sogn;SN52930;24.11.2016;8,8
Brekke I Sogn;SN52930;25.11.2016;29,7
Brekke I Sogn;SN52930;26.11.2016;42,4
Brekke I Sogn;SN52930;27.11.2016;6,3
Brekke I Sogn;SN52930;28.11.2016;0
Brekke I Sogn;SN52930;29.11.2016;0
Brekke I Sogn;SN52930;30.11.2016;26,2
Brekke I Sogn;SN52930;01.12.2016;22
Brekke I Sogn;SN52930;02.12.2016;10,5
Brekke I Sogn;SN52930;03.12.2016;4
Brekke I Sogn;SN52930;04.12.2016;13,3
Brekke I Sogn;SN52930;05.12.2016;17,6
Brekke I Sogn;SN52930;06.12.2016;4
Brekke I Sogn;SN52930;07.12.2016;8,3
Brekke I Sogn;SN52930;08.12.2016;61,7
Brekke I Sogn;SN52930;09.12.2016;35
Brekke I Sogn;SN52930;10.12.2016;14,4
Brekke I Sogn;SN52930;11.12.2016;40,5
Brekke I Sogn;SN52930;12.12.2016;3,5
Brekke I Sogn;SN52930;13.12.2016;15,3
Brekke I Sogn;SN52930;14.12.2016;0
Brekke I Sogn;SN52930;15.12.2016;0,8
Brekke I Sogn;SN52930;16.12.2016;2
Brekke I Sogn;SN52930;17.12.2016;23,5
Brekke I Sogn;SN52930;18.12.2016;11,7
Brekke I Sogn;SN52930;19.12.2016;6,5
Brekke I Sogn;SN52930;20.12.2016;10,8
Brekke I Sogn;SN52930;21.12.2016;1,4
Brekke I Sogn;SN52930;22.12.2016;27,2
Brekke I Sogn;SN52930;23.12.2016;21
Brekke I Sogn;SN52930;24.12.2016;38,8
Brekke I Sogn;SN52930;25.12.2016;17
Brekke I Sogn;SN52930;26.12.2016;30,8
Brekke I Sogn;SN52930;27.12.2016;24,7
